Kanji#Reading#JLPT#Type#Meaning
['有るだけ']#[['あるだけ'], ['あるたけ']]#4#['&exp;']#['all that one has', 'all that there is', 'the whole']
['もっともらしい顔']#[['もっともらしいかお']]#4#['&exp;']#['dignified expression', 'solemn expression', 'serious expression']
['狡兎死して走狗烹らる']#[['こうとししてそうくにらる']]#4#['&exp;']#['when the enemy is defeated, the victorious soldiers can be killed off', {'_': 'when the nimble rabbit dies, the hunting dog is cooked', '$': {'g_type': 'lit'}}]
['ブーイングの手紙']#[['ブーイングのてがみ']]#4#['&exp;']#['letter of protest']
['あらぬ事']#[['あらぬこと']]#4#['&exp;']#['the unthinkable']
['大寒小寒']#[['おおさむこさむ']]#4#['&exp;']#['first verse of a nursery rhyme sung by children on cold days (similar to \"It\\'s Raining, It\\'s Pouring\")']
['ほうほうの体']#[['ほうほうのてい']]#4#['&exp;']#['scuttling (to escape in a panic, in shame, etc.)', 'scurrying', 'scrambling']
['聞く耳を持たぬ']#[['きくみみをもたぬ']]#4#['&exp;']#['to turn a deaf ear to', 'to not listen to', 'to not get the message']
['一楽']#[['いちらく']]#4#['&exp;']#[\"one of one's hobbies\"]
['持てる者と持たざる者']#[['もてるものともたざるもの']]#4#['&exp;']#['haves and have-nots']
['こと自体']#[['ことじたい']]#4#['&exp;']#['(the thing) itself']
['そのこと自体']#[['そのことじたい']]#4#['&exp;']#['that in itself', 'as such']
['気が楽']#[['きがらく']]#4#['&exp;']#['feeling good', 'feeling at ease', 'feeling easy']
['気の持ちよう']#[['きのもちよう']]#4#['&exp;']#[\"one's frame of mind\", 'way one looks at things']
['男心と秋の空']#[['おとこごころとあきのそら']]#4#['&exp;']#[\"autumn weather is as fickle as a man's heart\"]
['小気味よげに']#[['こきみよげに']]#4#['&exp;']#['in a gloating manner']
['遠い目']#[['とおいめ']]#4#['&exp;']#['distant look', 'faraway look']
['有ろう事か']#[['あろうことか']]#4#['&exp;']#['of all things']
['高火度']#[['こうかど']]#4#['&exp;']#['high fired (e.g. 1400 degrees)', 'high fired (porcelain)']
['洛中洛外図']#[['らくちゅうらくがいず']]#4#['&exp;']#['views in and around the city of Kyoto (paintings and drawings)']
['一事が万事']#[['いちじがばんじ']]#4#['&exp;']#['seen it once, seen it all', 'a single instance indicates what happens all the time', 'one case gives you an idea of what always happens']
['計画通り']#[['けいかくどおり']]#4#['&exp;']#['in accordance with plans', 'just as planned']
['考えれば考えるほど']#[['かんがえればかんがえるほど']]#4#['&exp;']#['the more I think about it', 'the more one thinks about it']
['区別せずに']#[['くべつせずに']]#4#['&exp;']#['without distinction', 'with no distinction']
['野となれ山となれ']#[['のとなれやまとなれ']]#4#['&exp;']#[\"I don't care what happens (after this)\"]
['事あれかし']#[['ことあれかし']]#4#['&exp;']#['any time now (waiting, hoping for something to happen)']
['水心あれば魚心']#[['みずごころあればうおごころ']]#4#['&exp;']#['if you do a favor for somebody, you will get a return favor', {'_': 'if the water is kind to fish, the fish will be friendly toward water too', '$': {'g_type': 'lit'}}, 'mutual back-scratching']
['知は力なり']#[['ちはちからなり']]#4#['&exp;']#['knowledge is power']
['手短に言えば']#[['てみじかにいえば']]#4#['&exp;']#['briefly', 'in short', 'in a nutshell', 'in summary', 'to put it briefly']
['手短に言うと']#[['てみじかにいうと']]#4#['&exp;']#['in brief', 'to put it succinctly']
['いたちの道切り']#[['いたちのみちきり']]#4#['&exp;']#['not to write to or visit someone', {'_': 'road of the weasel (it is believed that if someone blocks the path a weasel, he will never take that path again)', '$': {'g_type': 'lit'}}]
['意味するもの']#[['いみするもの']]#4#['&n;', '&exp;']#['meaning', 'connotation', 'denotation']
['春の湊']#[['はるのみなと']]#4#['&exp;']#['end of spring']
['春の夕']#[['はるのゆう']]#4#['&exp;']#['spring evening']
['春の夕べ']#[['はるのゆうべ']]#4#['&exp;']#['spring evening']
['休み明け']#[['やすみあけ']]#4#['&exp;']#['just after a holiday break', 'the first day after the holidays']
['心のぶつかり合い']#[['こころのぶつかりあい']]#4#['&exp;']#['clash of minds (between friends)', 'discord', 'emotional conflict']
['転じて']#[['てんじて']]#4#['&exp;']#['by the way', 'meanwhile', 'on the other hand']
['する事なす事']#[['することなすこと']]#4#['&exp;']#['everything one does', 'whatever one does']
['かえるの目借時']#[['かえるのめかりどき'], ['かえるのめかるどき'], ['かわずのめかりどき']]#4#['&exp;']#['springtime mating of frogs (haiku term)']
['春暑し']#[['はるあつし']]#4#['&exp;']#['summer-like (e.g. of weather in late spring)']
['言い切れない']#[['いいきれない']]#4#['&exp;']#[\"I'm not so sure\", 'I can hardly say with any finality that ...']
['住所不明']#[['じゅうしょふめい']]#4#['&exp;']#['address unknown']
['火を見るより明らか']#[['ひをみるよりあきらか']]#4#['&exp;']#['clear as day', 'perfectly obvious', 'plain as daylight']
['と同時に']#[['とどうじに']]#4#['&exp;']#['at the same time as', 'while', 'as well as (multiple roles)']
['ナポリを見てから死ね']#[['ナポリをみてからしね']]#4#['&exp;']#['see Naples and die']
['一歩手前']#[['いっぽてまえ']]#4#['&exp;']#['just this side of', 'one step short of', 'on the brink']
['その一方']#[['そのいっぽう']]#4#['&exp;']#['meanwhile', 'in the meantime', 'by the same token', 'likewise', 'equally', 'at the same time']
['その事']#[['そのこと']]#4#['&exp;']#['that', 'the matter in question']
['火を見るよりも明らか']#[['ひをみるよりもあきらか']]#4#['&exp;']#['clear as day', 'perfectly obvious', 'plain as daylight']
['死んでも死に切れない']#[['しんでもしにきれない']]#4#['&exp;']#[\"I can't die and leave things this way\"]
['転んでもただでは起きない']#[['ころんでもただではおきない']]#4#['&exp;']#[\"all's grist that comes to his mill\", 'turn everything to good account', 'turn anything to profit']
['転んでもただでは起きぬ']#[['ころんでもただではおきぬ']]#4#['&exp;']#[\"all's grist that comes to his mill\", 'turn everything to good account', 'turn anything to profit']
['転んでもただは起きない']#[['ころんでもただはおきない']]#4#['&exp;']#[\"all's grist that comes to his mill\", 'turn everything to good account', 'turn anything to profit']
['心なしか']#[['こころなしか']]#4#['&exp;']#['somehow', 'somewhat', 'seemingly']
['主とする']#[['しゅとする']]#4#['&exp;']#['mostly involve', 'principally involve']
['あの世千日この世一日']#[['あのよせんにちこのよいちにち']]#4#['&exp;']#['a day in life is better than a thousand days in the afterlife', 'better one day in this world than a thousand in the next']
['とした事が']#[['としたことが']]#4#['&exp;']#['of all people']
['隗より始めよ']#[['かいよりはじめよ']]#4#['&exp;']#['start with the first step', {'_': 'when embarking on a great project, start with immediate steps', '$': {'g_type': 'expl'}}]
['太い声']#[['ふといこえ']]#4#['&exp;']#['deep voice', 'rich voice', 'full voice']
['生まれてこの方']#[['うまれてこのかた']]#4#['&exp;']#[\"since one's birth\", \"in one's whole life\", \"all one's life\"]
['目の黒いうち']#[['めのくろいうち']]#4#['&exp;']#[\"while alive (e.g. I won't allow ... while I'm alive)\", 'as long as one lives']
['いい後は悪い']#[['いいあとはわるい']]#4#['&exp;']#['after the good comes the bad']
['タダ飯はない']#[['タダめしはない'], ['ただめしはない']]#4#['&exp;']#[\"there's no such thing as a free lunch\"]
['悪人ども']#[['あくにんども']]#4#['&exp;']#['wicked ones', 'bad guys', 'rascals']
['と思ったら']#[['とおもったら']]#4#['&exp;']#['no sooner than', 'as soon as', 'immediately after']
['以ちまして']#[['もちまして']]#4#['&exp;']#['with', 'by', 'by means of']
['立っているものは親でも使え']#[['たっているものはおやでもつかえ']]#4#['&exp;']#['when dealing with urgent business, make use of whoever is handy']
['所により']#[['ところにより']]#4#['&exp;']#['in places']
['三度の食事より好き']#[['さんどのしょくじよりすき']]#4#['&exp;']#['very fond of', 'more fond of than eating', 'so fond of that someone would rather not eat than go without', 'more important than three meals a day']
['好きな時に']#[['すきなときに']]#4#['&exp;']#['whenever you want', 'any time you like']
['やむ方なし']#[['やむかたなし']]#4#['&exp;']#['it cannot be helped', 'there is no other way']
['心のどこかで']#[['こころのどこかで']]#4#['&exp;']#['deep down', \"special place in one's heart\", \"in the back of one's mind\"]
['ご親切に']#[['ごしんせつに']]#4#['&exp;']#['how kind of you', \"that's very nice of you\"]
['事によると']#[['ことによると']]#4#['&exp;']#['possibly', 'maybe', 'perhaps']
['借りができた']#[['かりができた']]#4#['&exp;']#['I owe you', 'I owe you one', 'I owe you a favor']
['お茶の子さいさい']#[['おちゃのこさいさい']]#4#['&exp;']#[\"It's a piece of cake\", \"It's a simple task\", \"It's a cinch\"]
['知るものか']#[['しるものか']]#4#['&exp;']#['who cares?', 'see if I care', 'who knows?', 'how should I know?']
['かと思うと']#[['かとおもうと']]#4#['&exp;']#['no sooner than', 'as soon as', 'immediately after']
['鳥も通わぬ']#[['とりもかよわぬ']]#4#['&exp;']#['remote', 'out-of-the-way']
['あの声で蜥蜴食らうか時鳥']#[['あのこえでとかげくらうかほととぎす']]#4#['&exp;']#[\"don't judge a book by its cover\"]
['との事']#[['とのこと']]#4#['&exp;']#[\"I'm told\", 'is what I heard', 'is how it is, apparently', 'is what they said']
['ノー勉']#[['ノーべん']]#4#['&exp;']#['without having studied']
['この世のものとも思えぬ']#[['このよのものともおもえぬ']]#4#['&exp;']#['unearthly', 'otherworldly', 'out of this world', 'ethereal']
['味気ある']#[['あじきある']]#4#['&exp;']#['interesting', 'meaningful']
['知っての通り']#[['しってのとおり']]#4#['&exp;']#['as we know']
['よきに計らえ']#[['よきにはからえ']]#4#['&exp;']#['take care of it', \"I'll leave it up to you\", 'do as you see fit']
['心をつかむ']#[['こころをつかむ']]#4#['&v5m;', '&exp;']#['to win over', \"to win (someone's) heart and mind\"]
['蝙蝠も鳥のうち']#[['こうもりもとりのうち']]#4#['&exp;']#['capable or not, we are all in the same boat', {'_': 'bats are also birds', '$': {'g_type': 'lit'}}]
['心のまま']#[['こころのまま']]#4#['&exp;']#[\"to one's heart's content\", \"following one's heart's desires\"]
['事になりかねない']#[['ことになりかねない']]#4#['&exp;']#['could result in (something undesirable)', 'might end up (doing, happening)', 'run the risk of']
['明かへん']#[['あかへん'], ['あけへん']]#4#['&exp;']#['useless', 'no good', 'hopeless']
['何か用']#[['なんかよう'], ['なにかよう']]#4#['&exp;']#['what do you want?', 'can I help you?']
['知らんがな']#[['しらんがな']]#4#['&exp;']#['how should I know?', \"don't ask me\"]
['度々すみません']#[['たびたびすみません']]#4#['&exp;']#['Sorry to bother you again']
['早いもので']#[['はやいもので']]#4#['&exp;']#['already', 'time flies']
['この場を借りて']#[['このばをかりて']]#4#['&exp;']#['take this opportunity (to apologize, thank, explain, etc.)']
['かも知んない']#[['かもしんない'], ['かもしない']]#4#['&exp;']#['may', 'might', 'perhaps', 'may be', 'possibly']
['自分から']#[['じぶんから']]#4#['&exp;']#['willingly', 'voluntarily', \"on one's own accord\"]
['一強多弱']#[['いっきょうたじゃく']]#4#['&exp;']#['one strong, many weak']
['場合が場合だから']#[['ばあいがばあいだから']]#4#['&exp;']#['given the circumstances', 'such being the case']
['思うように']#[['おもうように']]#4#['&exp;']#['as one wishes', 'the way one wants', \"to one's satisfaction\"]
['元にして']#[['もとにして']]#4#['&exp;']#['based on', 'derived from', 'building on', 'beginning with']
['終わりんこ']#[['おわりんこ']]#4#['&exp;']#['finished', 'done with']
['悪いことは言わない']#[['わるいことはいわない']]#4#['&exp;']#[\"I'm telling you this for your own good\", \"here's some friendly advice\"]
['何事もなかったかのように']#[['なにごともなかったかのように']]#4#['&exp;']#['as if nothing had happened']
['間が持たない']#[['まがもたない']]#4#['&exp;']#[\"not knowing what to do with the time one has on one's hand\"]
['ある意味']#[['あるいみ']]#4#['&exp;']#['in a sense', 'in some way', 'to an extent']
['どんな事があっても']#[['どんなことがあっても']]#4#['&exp;']#['no matter what happens', 'in any circumstances', 'at any price']
['シンデレラ体重']#[['シンデレラたいじゅう']]#4#['&n;', '&exp;']#['Cinderella weight', 'weight considered ideal for women']
['明けない夜はない']#[['あけないよるはない']]#4#['&exp;']#['every night comes to an end', 'every night sees a dawn']
['三方よし']#[['さんぽうよし'], ['さんぼうよし']]#4#['&exp;']#['everybody doing well (e.g. purchaser, buyer and society)', 'three-way satisfaction', 'all three parties doing well']
['自分で']#[['じぶんで']]#4#['&exp;']#['by myself', 'in person', 'by oneself']
['どう考えても']#[['どうかんがえても']]#4#['&exp;']#['surely', 'clearly', 'without a doubt', 'in all probability', 'no matter how one slices it', 'no matter how one looks at it']
['かと思えば']#[['かとおもえば']]#4#['&exp;']#['no sooner than', 'as soon as', 'immediately after']
['昼夜を問わず']#[['ちゅうやをとわず']]#4#['&exp;']#['day and night', 'around the clock']
['壺中の天地']#[['こちゅうのてんち']]#4#['&n;', '&exp;']#['another world', 'enchanted land', 'joy from drinking and forgetting about the workaday world']
['知る者は言わず言う者は知らず']#[['しるものはいわずいうものはしらず']]#4#['&exp;']#['he who knows, does not speak; he who speaks, does not know', 'those who know do not talk; those who talk do not know']
['いつまでもあると思うな親と金']#[['いつまでもあるとおもうなおやとかね']]#4#['&exp;']#[\"you can't rely on parents and money to stay around forever\", 'money comes and goes; so do parents']
['火を見たら火事と思え']#[['ひをみたらかじとおもえ']]#4#['&exp;']#['you can never be too careful']
['光は東から']#[['ひかりはひがしから']]#4#['&exp;']#['the light comes from the East', 'the light rises from the East', 'ex oriente lux']
['八十の手習い']#[['はちじゅうのてならい']]#4#['&exp;']#[\"you're never too old to learn\"]
['弱き者汝の名は女なり']#[['よわきものなんじのなはおんななり']]#4#['&exp;']#['frailty, thy name is woman']
['人の花は赤い']#[['ひとのはなはあかい']]#4#['&exp;']#['the grass is always greener on the other side of the fence', {'_': \"other people's flowers are redder\", '$': {'g_type': 'lit'}}]
['自分ながら']#[['じぶんながら']]#4#['&exp;']#['if I do say so myself']
['安物は高物']#[['やすものはたかもの']]#4#['&exp;']#['buy nice or buy twice', 'you get what you pay for', {'_': 'cheap goods are (ultimately) expensive goods', '$': {'g_type': 'lit'}}]
['日本死ね']#[['にほんしね']]#4#['&exp;']#['fuck Japan', 'drop dead, Japan']
['頭からつま先まで']#[['あたまからつまさきまで']]#4#['&exp;']#['from head to toe']
['何事か']#[['なにごとか']]#4#['&exp;']#['something (or other)']
['急に言われても']#[['きゅうにいわれても']]#4#['&exp;']#[\"(it won't be possible) on such short notice\"]
['貸しを作る']#[['かしをつくる']]#4#['&v5r;', '&exp;']#[\"to create a debt in one's favor (e.g. by doing someone a favor)\", \"to create an obligation in one's favor\"]
['持つべきものは友']#[['もつべきものはとも']]#4#['&exp;']#['a friend is a good thing to have', 'a good friend is a great blessing']
['持つべきものは友人']#[['もつべきものはゆうじん']]#4#['&exp;']#['a friend is a good thing to have', 'a good friend is a great blessing']
['よく考えたら']#[['よくかんがえたら']]#4#['&exp;']#['on closer reflection', 'on second thought', 'come to think of it', 'actually']
['親が死んでも食休み']#[['おやがしんでもじきやすみ'], ['おやがしんでもしょくやすみ']]#4#['&exp;']#['resting after a meal is sacrosanct', {'_': 'even if your parents have just died, take a rest after your meal', '$': {'g_type': 'lit'}}]
['親が親なら子も子']#[['おやがおやならこもこ']]#4#['&exp;']#['what can you expect from a child with parents like that?', 'such parents, such children']
['物かは']#[['ものかは']]#4#['&exp;']#['despite', 'in spite of', 'not worrying about', 'without fear of']
['死ぬほど']#[['しぬほど']]#4#['&exp;']#['to death (bored, scared, etc.)', 'to distraction', 'like crazy', 'like mad', 'so much', 'dying (e.g. for a drink)']
['問題ナッシング']#[['もんだいナッシング']]#4#['&exp;']#['no problem']
['有りそうもない']#[['ありそうもない']]#4#['&exp;']#['improbable', 'unlikely']
['やる事なす事']#[['やることなすこと']]#4#['&exp;']#['everything one does', 'whatever one does']
['だけの事はある']#[['だけのことはある']]#4#['&exp;']#['not ... for nothing', 'not ... with nothing to show for it', 'worthwhile', 'no wonder ...']
['便りがないのはよい便り']#[['たよりがないのはよいたより']]#4#['&exp;']#['no news is good news']
['仕事にならない']#[['しごとにならない']]#4#['&exp;']#[\"unable to do one's work\", \"can't get anything done\"]
['見てのお楽しみ']#[['みてのおたのしみ']]#4#['&exp;']#['wait until you actually see it']
['首が回らない']#[['くびがまわらない']]#4#['&exp;']#[\"being over one's head (in debt, etc.)\", \"being up to one's neck (in debt)\"]
['元はと言えば']#[['もとはといえば']]#4#['&exp;']#['when it comes to the cause', 'when you get right down to it', 'as for what started it', 'as for the reason', 'originally']
['すべて世はこともなし']#[['すべてよはこともなし']]#4#['&exp;']#[\"all's right with the world\", 'all is as it should be']
['ピクリとも動かない']#[['ピクリともうごかない'], ['ぴくりともうごかない']]#4#['&exp;']#['to be completely still']
['色男金と力はなかりけり']#[['いろおとこかねとちからはなかりけり']]#4#['&exp;']#['handsome men have neither money nor power']
['東男に京女']#[['あずまおとこにきょうおんな']]#4#['&exp;']#['the best men are from Edo; the best women from Kyoto']
['話は別']#[['はなしはべつ']]#4#['&exp;']#[\"that's a different matter\", \"that's a different story\"]
['死ぬ気で']#[['しぬきで']]#4#['&exp;']#['all out', 'like hell', 'like crazy', 'desperately', {'_': 'expecting to die', '$': {'g_type': 'lit'}}]
['味を見る']#[['あじをみる']]#4#['&v1;', '&exp;']#['to have a taste (of something)', 'to sample', 'to try']
['明日という日もある']#[['あしたというひもある'], ['あすというひもある']]#4#['&exp;']#['tomorrow is another day', \"there's always tomorrow\"]
['早くても']#[['はやくても']]#4#['&exp;']#['at the earliest', 'at the soonest']
['何事によらず']#[['なにごとによらず']]#4#['&exp;']#['in every case', 'in everything', 'in all matters']
['一日一歩']#[['いちにちいっぽ']]#4#['&exp;']#['one step each day']
['何事につけ']#[['なにごとにつけ']]#4#['&exp;']#['no matter what it is', 'in every case']
['毎度のごとく']#[['まいどのごとく']]#4#['&exp;']#['as always', 'as usual']
['これ以上']#[['これいじょう']]#4#['&exp;']#['any more', 'any further', 'any better', 'any longer']
['ありがたい事に']#[['ありがたいことに']]#4#['&exp;']#['thankfully', 'fortunately', 'luckily', 'mercifully']
['早ければ']#[['はやければ']]#4#['&exp;']#['at the earliest', 'if things go well', 'if nothing unexpected intervenes']
['ただの一度も']#[['ただのいちども']]#4#['&exp;']#['(not) even once', '(not) ever']
['人生一度きり']#[['じんせいいちどきり']]#4#['&exp;']#['you only live once', 'you only have one life']
['以ってしても']#[['もってしても']]#4#['&exp;']#['(not) even when using ...', '(not) even with the help of ...', '(not) even by ...']
['生は死の始め']#[['せいはしのはじめ'], ['しょうはしのはじめ']]#4#['&exp;']#['birth is the beginning of death']
['売り出し中']#[['うりだしちゅう']]#4#['&exp;']#['on bargain sale']
['楽して楽知らず']#[['らくしてらくしらず']]#4#['&exp;']#['he who has never toiled, does not know what it is to enjoy repose']
['戴くものは夏も小袖']#[['いただくものはなつもこそで']]#4#['&exp;']#[\"taking whatever one can get one's hands on\", 'being greedy', {'_': 'accepting a padded silk sleeve even in summer', '$': {'g_type': 'lit'}}]
['文はやりたし書く手は持たぬ']#[['ふみはやりたしかくてはもたぬ']]#4#['&exp;']#['I want to send a (love) letter but I cannot write']
['ひもじい時にまずい物なし']#[['ひもじいときにまずいものなし']]#4#['&exp;']#['hunger is the best sauce', {'_': \"nothing tastes bad when you're hungry\", '$': {'g_type': 'lit'}}]
['以外の何者でもない']#[['いがいのなにものでもない']]#4#['&exp;']#['nothing but', 'nothing more than', 'nothing less than']
['今に始まったことではない']#[['いまにはじまったことではない']]#4#['&exp;']#['nothing new', 'same as always', 'an old story', 'nothing new about it', 'not the first time it has happened']
['今に始まったことじゃない']#[['いまにはじまったことじゃない']]#4#['&exp;']#['nothing new', 'same as always', 'an old story', 'nothing new about it', 'not the first time it has happened']
['どうって事ない']#[['どうってことない']]#4#['&exp;']#['nothing special', 'no big deal', \"doesn't matter\", 'nothing to worry about']
['人は見目よりただ心']#[['ひとはみためよりただこころ']]#4#['&exp;']#['a gentle spirit is more important than looks', 'handsome is as handsome does']
['いい意味で']#[['いいいみで']]#4#['&exp;']#['in a positive sense of the word', 'in the best sense of the word', 'in a good way']
['自分のことのように']#[['じぶんのことのように']]#4#['&exp;']#['as if it were about oneself']
['頭がいっぱい']#[['あたまがいっぱい']]#4#['&exp;']#['being preoccupied with', 'being obsessed', 'only thinking of', \"having only ... on one's mind\"]
['別にいいけど']#[['べつにいいけど']]#4#['&exp;']#[\"I don't care\", 'fine, whatever', \"that's okay\", 'sure, go ahead']
['ともあろう者が']#[['ともあろうものが']]#4#['&exp;']#['of all people', \"a person of ...'s standing\"]
['行方知れず']#[['ゆくえしれず']]#4#['&exp;']#['missing (of a person)', 'lost', 'unaccounted for', 'whereabouts unknown']
['もう一声']#[['もうひとこえ']]#4#['&exp;']#['a bit lower (price)']
['持ってけドロボー']#[['もってけドロボー'], ['もってけどろぼう']]#4#['&exp;']#[\"it's (so cheap it's) a steal!\", {'_': 'take it away, thief', '$': {'g_type': 'lit'}}]
['知らぬ間に']#[['しらぬまに'], ['しらぬあいだに']]#4#['&exp;']#['before one knows it', 'before one realises', \"without one's knowledge\", 'without noticing']
['時を同じくして']#[['ときをおなじくして']]#4#['&exp;']#['at the same time', 'concurrently', 'simultaneously', 'coinciding (with)']
['少しでも早く']#[['すこしでもはやく']]#4#['&exp;']#['as soon as possible', 'ASAP', 'even a little early']
['ご注意ください']#[['ごちゅういください']]#4#['&exp;']#['please be careful', 'please take care']
['本日休業']#[['ほんじつきゅうぎょう']]#4#['&exp;']#['Closed Today']
