Kanji,Reading,JLPT,Type,Meaning
['取り結ぶ'],[['とりむすぶ']],3,"['&v5b;', '&vt;']","['to make (a promise)', 'to conclude (a contract)']"
['取り交わす'],[['とりかわす']],3,"['&v5s;', '&vt;']","['to exchange', 'to interchange']"
['取り残す'],[['とりのこす']],3,"['&v5s;', '&vt;']",['to leave behind']
['取り持つ'],[['とりもつ']],3,"['&v5t;', '&vt;']","['to act as a go-between (for)', 'to mediate', 'to arrange']"
['取り次ぐ'],[['とりつぐ']],3,"['&v5g;', '&vt;']","['to act as an agent for', 'to intermediate']"
['取り出す'],[['とりだす']],3,"['&v5s;', '&vt;']","['to take out', 'to produce', 'to pick out']"
['取り消す'],[['とりけす']],3,"['&v5s;', '&vt;']","['to cancel', 'to withdraw', 'to retract', 'to take back (words, etc.)', 'to revoke']"
['取り上げる'],[['とりあげる']],3,"['&v1;', '&vt;']",['to pick up']
['取り組む'],[['とりくむ']],3,"['&v5m;', '&vi;']","['to grapple with', 'to wrestle with', 'to engage in a bout', 'to be matched against']"
['取り調べる'],[['とりしらべる']],3,"['&v1;', '&vt;']","['to investigate', 'to examine']"
['取り直す'],[['とりなおす']],3,"['&v5s;', '&vt;']","['to re-grip', 'to re-wrestle']"
['取り入る'],[['とりいる']],3,"['&v5r;', '&vi;']","['to curry favour (with)', 'to play up (to)', 'to cozy up (to)', 'to butter up']"
['取り入れる'],[['とりいれる']],3,"['&v1;', '&vt;']","['to harvest', 'to reap']"
['取り憑かれる'],[['とりつかれる']],3,['&v1;'],"['to become obsessed with', 'to be possessed (by spirits, etc.)', 'to be obsessive compulsive (OCD)']"
['取り付く'],[['とりつく']],3,"['&v5k;', '&vi;']","['to cling to', 'to hold on to', 'to hold fast to']"
['取り付ける'],[['とりつける']],3,"['&v1;', '&vt;']","['to furnish', 'to install']"
['取り返す'],[['とりかえす']],3,"['&v5s;', '&vt;']","['to get back', 'to regain', 'to recover', 'to make up (for)', 'to catch up on']"
['取り立てる'],[['とりたてる']],3,"['&v1;', '&vt;']","['to collect (debts)', 'to dun', 'to exact', 'to extort']"
['取りすがる'],[['とりすがる']],3,"['&v5r;', '&vi;']",['to cling to']
['取る'],[['とる']],3,"['&v5r;', '&vt;']","['to take', 'to pick up', 'to grab', 'to catch']"
['取れる'],[['とれる']],3,['&v1;'],"['to come off', 'to be removed']"
['取り合う'],[['とりあう']],3,"['&v5u;', '&vt;']","['to join (hands)', ""to take (each other's hands)""]"
['取りざた'],[['とりざた']],3,"['&n;', '&vs;']","['talk (of the town)', 'rumour', 'rumor', 'gossip']"
['取材'],[['しゅざい']],3,"['&n;', '&vs;']","['news coverage', 'collecting data (e.g. for an article)', 'covering (something for media)']"
['取り仕切る'],[['とりしきる']],3,"['&v5r;', '&vt;']","['to manage (all by oneself)', 'to control', 'to run', 'to take charge of']"
['取得'],[['しゅとく']],3,"['&n;', '&vs;']","['obtaining (e.g. a qualification, right, thing)', 'acquisition', 'gaining possession (of)', 'getting', 'purchase']"
['守る'],[['まもる']],3,"['&v5r;', '&vt;']","['to protect', 'to guard', 'to defend']"
['手間取る'],[['てまどる']],3,"['&v5r;', '&vi;']","['to take more time than expected', 'to take a long time', 'to be delayed']"
['手記'],[['しゅき']],3,"['&n;', '&vs;']","['note', 'memorandum']"
['手助け'],[['てだすけ']],3,"['&n;', '&vs;']","['a help', 'assistance']"
['手相'],[['てそう']],3,"['&n;', '&vs;']",['palm reading']
['手直し'],[['てなおし']],3,"['&n;', '&vs;']","['adjustment', 'tweaking', 'improvement', 'modification', 'tinkering', 'minor alteration', 'correction']"
['手伝う'],[['てつだう']],3,"['&v5u;', '&vt;']","['to help', 'to assist', 'to aid']"
['手配'],[['てはい']],3,"['&n;', '&vs;']","['arrangement', 'preparations']"
['手放す'],[['てばなす']],3,"['&v5s;', '&vt;']","['to let go of', 'to release', 'to drop']"
['種別'],[['しゅべつ']],3,"['&n;', '&vs;']","['classification', 'assortment']"
['受かる'],[['うかる']],3,"['&v5r;', '&vi;']",['to pass (examination)']
['受ける'],"[['うける'], ['ウケる']]",3,"['&v1;', '&vt;']","['to receive', 'to get']"
['受け止める'],[['うけとめる']],3,"['&v1;', '&vt;']","['to catch', 'to stop the blow']"
['受け持つ'],[['うけもつ']],3,"['&v5t;', '&vt;']",['to take (be in) charge of']
['受け取る'],[['うけとる']],3,"['&v5r;', '&vt;']","['to receive', 'to get', 'to accept']"
['受け入れる'],[['うけいれる']],3,"['&v1;', '&vt;']","['to accept', 'to receive', 'to agree']"
['受け売り'],[['うけうり']],3,"['&n;', '&vs;']",['retailing']
['受け付ける'],[['うけつける']],3,"['&v1;', '&vt;']","['to accept', 'to receive (an application)', 'to take up']"
['受け流す'],[['うけながす']],3,"['&v5s;', '&vt;']","['to ward off (e.g. an attack)', 'to fend off (e.g. a question)', 'to elude', 'to evade', 'to dodge', 'to turn aside (e.g. a joke)']"
['受験'],[['じゅけん']],3,"['&n;', '&vs;']",['taking an examination (esp. school and university entrance)']
['受賞'],[['じゅしょう']],3,"['&n;', '&vs;']",['winning (a prize)']
['受信'],[['じゅしん']],3,"['&n;', '&vs;']","['receiving (a message, letter, email, etc.)', 'reception (radio, TV, etc.)']"
['受洗'],[['じゅせん']],3,"['&n;', '&vs;']","['being baptized', 'undergoing baptism']"
['受注'],[['じゅちゅう']],3,"['&n;', '&vs;']","['accepting an order', 'receiving an order', 'orders received']"
['受粉'],[['じゅふん']],3,"['&n;', '&vs;']",['pollination']
['受理'],[['じゅり']],3,"['&n;', '&vs;']",['acceptance']
['周回'],[['しゅうかい']],3,"['&n;', '&vs;']","['going around', 'orbiting', 'circling']"
['周航'],[['しゅうこう']],3,"['&n;', '&vs;']","['circumnavigation', 'circle tour by ship']"
['周章'],[['しゅうしょう']],3,"['&n;', '&vs;']","['confusion', 'panic']"
['周章狼狽'],[['しゅうしょうろうばい']],3,"['&n;', '&vs;']","['consternation', 'falling into a panic', 'fluster', 'confusion', 'dismay', 'discomfiture']"
['周知'],[['しゅうち']],3,"['&n;', '&vs;', '&adj-no;']","['common knowledge', 'being well-known', 'making (something) well-known']"
['周遊'],[['しゅうゆう']],3,"['&n;', '&vs;']","['(circular) tour', 'round trip', 'excursion']"
['周流'],[['しゅうりゅう']],3,"['&n;', '&vs;']",['flowing around']
['拾い集める'],[['ひろいあつめる']],3,['&v1;'],['to gather']
['拾い出す'],[['ひろいだす']],3,"['&v5s;', '&vt;']","['to single out', 'to select']"
['拾い上げる'],[['ひろいあげる']],3,['&v1;'],"['to pick up', 'to pick out']"
['拾う'],[['ひろう']],3,"['&v5u;', '&vt;']","['to pick up', 'to find', 'to gather']"
['拾得'],[['しゅうとく']],3,"['&n;', '&vs;']","['finding (lost property)', 'picking up']"
['終結'],[['しゅうけつ']],3,"['&n;', '&vs;', '&adj-no;']","['end', 'close']"
['終息'],[['しゅうそく']],3,"['&n;', '&vi;', '&vs;']","['having ended', 'being resolved']"
['蹴散らす'],[['けちらす']],3,"['&v5s;', '&vt;']","['to kick about', 'to kick around']"
['蹴飛ばす'],[['けとばす']],3,"['&v5s;', '&vt;']","['to kick away', 'to kick off', 'to kick hard']"
['集荷'],[['しゅうか']],3,"['&n;', '&vs;']","['collection of cargo (esp. produce, etc.)', 'cargo booking']"
['集成'],[['しゅうせい']],3,"['&n;', '&vs;']",['aggregation']
['集積'],[['しゅうせき']],3,"['&n;', '&vs;']",['accumulation']
['集配'],[['しゅうはい']],3,"['&n;', '&vs;']",['collection and delivery']
['重積'],[['じゅうせき']],3,"['&n;', '&vs;']",['piling up']
['重大化'],[['じゅうだいか']],3,"['&n;', '&vs;']",['aggravation']
['宿す'],[['やどす']],3,"['&v5s;', '&vt;']","['to house', 'to contain', 'to harbour (a feeling)', 'to hold (e.g. dew on leaves)']"
['宿る'],[['やどる']],3,"['&v5r;', '&vi;']","['to dwell', 'to live', 'to remain']"
['宿直'],"[['しゅくちょく'], ['とのい']]",3,"['&n;', '&vs;']","['night watch', 'night guard', 'night shift']"
['祝う'],[['いわう']],3,"['&v5u;', '&vt;']","['to celebrate', 'to congratulate', 'to observe (a festival)']"
['祝福'],[['しゅくふく']],3,"['&n;', '&vs;', '&adj-no;']",['blessing']
['出荷'],[['しゅっか']],3,"['&n;', '&vs;']","['shipping', 'shipment', 'forwarding']"
['出願'],[['しゅつがん']],3,"['&n;', '&vs;']",['application']
['出血'],[['しゅっけつ']],3,"['&n;', '&vs;']","['bleeding', 'haemorrhage', 'hemorrhage']"
['出庫'],[['しゅっこ']],3,"['&n;', '&vs;']","['delivery from a storehouse', 'shipping']"
['出向'],[['しゅっこう']],3,"['&n;', '&vs;']","['temporary transfer (of an employee)', 'secondment', 'relocation', 'loan']"
['出向く'],[['でむく']],3,"['&v5k;', '&vi;']","['to go to', 'to proceed to', 'to leave for']"
['出港'],[['しゅっこう']],3,"['&n;', '&vs;']","['departure from a port', 'leaving port', 'setting sail']"
['出航'],[['しゅっこう']],3,"['&n;', '&vs;']","['departure (of a boat, plane)', 'setting sail', 'leaving port', 'putting out to sea', 'takeoff']"
['出札'],[['しゅっさつ']],3,"['&n;', '&vs;']",['issuing tickets']
['出初め'],[['でぞめ']],3,"['&n;', '&vs;']",['debut']
['出席'],[['しゅっせき']],3,"['&n;', '&vs;']","['attendance', 'presence', 'appearance']"
['出炭'],[['しゅったん']],3,"['&n;', '&vs;']",['coal production']
['出直し'],[['でなおし']],3,"['&n;', '&vs;']","['adjustment', 'touch up']"
['出直す'],[['でなおす']],3,"['&v5s;', '&vi;']","['to make a fresh start', 'to turn over a new leaf']"
['出直る'],[['でなおる']],3,['&v5r;'],['to set out again']
['出馬'],[['しゅつば']],3,"['&n;', '&vs;']","['running (for election)', 'coming forward as a candidate']"
['出費'],[['しゅっぴ']],3,"['&n;', '&vs;']","['expenses', 'disbursements']"
['出府'],[['しゅっぷ']],3,"['&n;', '&vs;']","['going to the capital', 'working in a government office']"
['出兵'],[['しゅっぺい']],3,"['&n;', '&vs;']","['dispatch of troops', 'despatch of troops', 'expedition']"
['順化'],[['じゅんか']],3,"['&n;', '&vs;']","['acclimatization', 'naturalization', 'acclimation']"
['順行'],"[['じゅんこう'], ['じゅんぎょう']]",3,"['&n;', '&vs;']","['going in order', 'proceeding in order', 'moving forward in order']"
['初める'],[['そめる']],3,"['&aux-v;', '&v1;']",['to begin to']
['初期化'],[['しょきか']],3,"['&n;', '&vs;']","['initialization', 'initialisation']"
['初出'],"[['しょしゅつ'], ['うぶだし']]",3,"['&n;', '&vs;']",['first appearance']
['所管'],[['しょかん']],3,"['&n;', '&vs;']",['jurisdiction']
['所望'],[['しょもう']],3,"['&n;', '&vs;', '&adj-no;']","['desire', 'request', 'wish']"
['書き加える'],[['かきくわえる']],3,"['&v1;', '&vt;']",['to add (e.g. a postscript)']
['書き記す'],[['かきしるす']],3,"['&v5s;', '&vt;']","['to write down', 'to record', 'to register']"
['書き散らす'],[['かきちらす']],3,"['&v5s;', '&vt;']","['to dash off (a piece of writing)', 'to scribble', 'to scrawl']"
['書き取る'],[['かきとる']],3,"['&v5r;', '&vt;']","['to write down (what someone says)', 'to take down dictation', 'to take notes (e.g. of a lecture)']"
['書き直す'],[['かきなおす']],3,"['&v5s;', '&vt;']","['to write out', 'to make a fair copy', 'to rewrite']"
['書き表す'],[['かきあらわす']],3,"['&v5s;', '&vt;']","['to write out', 'to express', 'to describe']"
['書き付ける'],[['かきつける']],3,"['&v1;', '&vt;']",['to write down']
['書き流す'],[['かきながす']],3,"['&v5s;', '&vt;']",['to write off']
['助かる'],[['たすかる']],3,"['&v5r;', '&vi;']","['to be saved', 'to be rescued', 'to survive']"
['助ける'],[['たすける']],3,"['&v1;', '&vt;']","['to save', 'to rescue']"
['助け起こす'],[['たすけおこす']],3,['&v5s;'],['to help up']
['助け合う'],[['たすけあう']],3,"['&v5u;', '&vi;']","['to help each other', 'to cooperate']"
['助け守る'],[['たすけまもる']],3,['&v5r;'],"['to protect', 'to preserve', 'to keep']"
['助け出す'],[['たすけだす']],3,['&v5s;'],"['to help out of (trouble)', 'to extricate']"
['助け上げる'],[['たすけあげる']],3,['&v1;'],"['to help up', 'to pick up', 'to bring safely to land']"
['助成'],[['じょせい']],3,"['&n;', '&vs;']","['assisting', 'assistance', 'fostering', 'aiding']"
['助走'],[['じょそう']],3,"['&n;', '&vs;']","['approach run', 'run-up']"
['助長'],[['じょちょう']],3,"['&n;', '&vs;']","['promotion', 'encouragement', 'fostering', 'furtherance']"
['助力'],[['じょりょく']],3,"['&n;', '&vs;']","['assistance', 'support']"
['勝ち通す'],[['かちとおす']],3,['&v5s;'],['to win straight victories']
['勝つ'],[['かつ']],3,"['&v5t;', '&vi;']","['to win', 'to gain victory']"
['勝利'],[['しょうり']],3,"['&n;', '&vs;']","['victory', 'triumph', 'conquest', 'success', 'win']"
['商う'],[['あきなう']],3,"['&v5u;', '&vt;']","['to trade in (commercial goods)', 'to deal in', 'to sell']"
['商議'],[['しょうぎ']],3,"['&n;', '&vs;']","['conference', 'consultation']"
['商業化'],[['しょうぎょうか']],3,"['&n;', '&vs;']","['commercialization', 'commercialisation']"
['商談'],[['しょうだん']],3,"['&n;', '&vs;']","['business discussion', 'negotiation']"
['商売'],[['しょうばい']],3,"['&n;', '&vs;']","['trade', 'business', 'commerce']"
['商用化'],[['しょうようか']],3,"['&n;', '&vs;']","['commercialization', 'commercialisation']"
['商量'],[['しょうりょう']],3,"['&n;', '&vs;']","['consideration', 'deliberation', 'discussion']"
['小競り合い'],[['こぜりあい']],3,"['&n;', '&vs;']","['skirmish', 'brush (with the enemy)', 'small fight with a military enemy']"
['小型化'],[['こがたか']],3,"['&n;', '&vs;']","['miniaturization', 'miniaturisation', 'downsizing']"
['消える'],[['きえる']],3,"['&v1;', '&vi;']","['to disappear', 'to vanish', 'to go out of sight', 'to go away', 'to become lost']"
['消え果てる'],[['きえはてる']],3,"['&v1;', '&vi;']",['to vanish completely']
['消え失せる'],[['きえうせる']],3,"['&v1;', '&vi;']","['to disappear', 'to vanish']"
['消え入る'],[['きえいる']],3,"['&v5r;', '&vi;']","['to vanish gradually (e.g. of a voice)', 'to trail off', 'to die away', 'to dwindle']"
['消し止める'],[['けしとめる']],3,"['&v1;', '&vt;']","['to put out', 'to extinguish']"
['消し飛ぶ'],[['けしとぶ']],3,"['&v5b;', '&vi;']","['to scatter away', 'to vanish']"
['消す'],[['けす']],3,"['&v5s;', '&vt;']","['to erase', 'to delete', 'to cross out']"
['消化'],[['しょうか']],3,"['&n;', '&vs;']",['digestion (of food)']
['消火'],[['しょうか']],3,"['&n;', '&vs;']","['fire fighting', 'extinguishing a fire']"
['消去'],[['しょうきょ']],3,"['&n;', '&vs;']","['elimination', 'erasure', 'clearing', 'dissipating', 'melting away']"
['消失'],[['しょうしつ']],3,"['&n;', '&vs;']","['disappearance', 'vanishing', 'loss', 'dying away', 'wearing off']"
['消毒'],[['しょうどく']],3,"['&n;', '&vs;']","['disinfection', 'sterilization', 'sterilisation']"
['消費'],[['しょうひ']],3,"['&n;', '&vs;']","['consumption', 'expenditure']"
['焼きが回る'],[['やきがまわる']],3,['&v5r;'],"['to become decrepit', ""to be in one's dotage"", 'to become dull', ""to lose one's astuteness"", ""to lose one's touch"", 'to become senile', ""to lose one's edge"", 'to go downhill']"
['焼き殺す'],[['やきころす']],3,['&v5s;'],['to kill by burning to death']
['焼き切る'],[['やききる']],3,"['&v5r;', '&vt;']",['to burn off']
['焼き付く'],[['やきつく']],3,"['&v5k;', '&vi;']","['to be scorched into', 'to be seared into']"
['焼く'],[['やく']],3,"['&v5k;', '&vt;']",['to burn']
['焼ける'],[['やける']],3,"['&v1;', '&vi;']","['to burn', 'to be roasted', 'to be heated', 'to be sunburnt', 'to fade (in the sun)', 'to glow red (i.e. of the sky at sunset)']"
['焼け死ぬ'],[['やけしぬ']],3,"['&v5n;', '&vi;']",['to be burnt to death']
['焼け付く'],[['やけつく']],3,"['&v5k;', '&vi;']",['to burn']
['焼け落ちる'],[['やけおちる']],3,"['&v1;', '&vi;']",['to be burned down']
['焼付ける'],[['やきつける']],3,"['&v1;', '&vt;']","['to bake', 'to plate', 'to print', 'to fire (e.g. pottery)', 'to stain']"
['照らす'],[['てらす']],3,"['&v5s;', '&vt;']","['to shine on', 'to illuminate']"
['照り返す'],[['てりかえす']],3,"['&v5s;', '&vi;']","['to reflect', 'to throw back light']"
['照る'],[['てる']],3,"['&v5r;', '&vi;']",['to shine']
['照れる'],[['てれる']],3,"['&v1;', '&vi;']","['to be shy', 'to be bashful', 'to feel awkward', 'to feel embarrassed']"
['照会'],[['しょうかい']],3,"['&n;', '&vs;']","['inquiry', 'enquiry', 'query', 'reference']"
['照合'],[['しょうごう']],3,"['&n;', '&vs;']","['collation', 'comparison']"
['照りつける'],[['てりつける']],3,"['&v1;', '&vi;']","['to blaze down on', 'to beat down on', 'to shine down upon']"
['照明'],[['しょうめい']],3,"['&n;', '&vs;', '&adj-no;']","['illumination', 'lighting']"
['省く'],[['はぶく']],3,"['&v5k;', '&vt;']","['to omit', 'to leave out', 'to exclude', 'to eliminate']"
['省察'],"[['せいさつ'], ['しょうさつ']]",3,"['&n;', '&vs;']","['reflection', 'consideration']"
['笑いこける'],[['わらいこける']],3,"['&v1;', '&vi;']","['to roll about with laughter', 'to laugh heartily']"
['笑う'],[['わらう']],3,"['&v5u;', '&vi;']",['to laugh']
['笑む'],[['えむ']],3,"['&v5m;', '&vi;']",['to smile']
['笑顔'],[['えがお']],3,"['&n;', '&vs;']","['smiling face', 'smile']"
['賞玩'],"[['しょうがん'], ['しょうかん']]",3,"['&n;', '&vs;']","['appreciation', 'admiration', 'enjoyment']"
['賞味'],[['しょうみ']],3,"['&n;', '&vs;']","['relish', 'gusto', 'appreciation']"
['上議'],[['じょうぎ']],3,"['&n;', '&vs;']",['placing on the agenda']
['上告'],[['じょうこく']],3,"['&n;', '&vs;']",['final appeal to the highest court']
['上申'],[['じょうしん']],3,"['&n;', '&vs;']",['report to a superior']
['上達'],[['じょうたつ']],3,"['&n;', '&vs;']","['improvement (e.g. in skill, ability)', 'advance', 'progress']"
['上番'],[['じょうばん']],3,"['&n;', '&vs;']",['being on duty']
['上表'],[['じょうひょう']],3,"['&n;', '&vs;']",['memorial to the emperor']
['上陸'],[['じょうりく']],3,"['&n;', '&vs;']","['landing', 'going ashore', 'disembarkation']"
['乗っ取る'],[['のっとる']],3,"['&v5r;', '&vt;']","['to take over', 'to capture', 'to seize', 'to commandeer', 'to occupy', 'to usurp']"
['乗り取る'],[['のりとる']],3,"['&v5r;', '&vt;']","['to capture', 'to occupy', 'to usurp']"
['乗り組む'],[['のりくむ']],3,"['&v5m;', '&vi;']","['to get on aboard', 'to join a ship']"
['乗り飛ばす'],[['のりとばす']],3,['&v5s;'],['to tear along (a road)']
['乗り付ける'],[['のりつける']],3,"['&v1;', '&vi;']","['to ride up to', 'to drive up to']"
['乗算'],[['じょうざん']],3,"['&n;', '&vs;']",['multiplication']
['乗船'],[['じょうせん']],3,"['&n;', '&vs;']","['embarking (a ship)', 'embarkation', 'boarding']"
['乗馬'],[['じょうば']],3,"['&n;', '&vs;']","['horse riding', 'mounting a horse']"
['拭き取る'],[['ふきとる']],3,"['&v5r;', '&vt;']","['to wipe off', 'to wipe up']"
['植える'],[['うえる']],3,"['&v1;', '&vt;']","['to plant', 'to grow', 'to raise']"
['植わる'],[['うわる']],3,"['&v5r;', '&vi;']",['to be planted']
['植字'],"[['しょくじ'], ['ちょくじ']]",3,"['&n;', '&vs;']",['typesetting']
['植民'],[['しょくみん']],3,"['&n;', '&vs;', '&adj-no;']","['colonization', 'colonisation']"
['植林'],[['しょくりん']],3,"['&n;', '&vs;']",['afforestation']
['色直し'],[['いろなおし']],3,"['&n;', '&vs;']",['redyeing (costume)']
['色付け'],"[['いろづけ'], ['いろつけ']]",3,"['&n;', '&vs;']","['coloring', 'colouring', 'adding color', 'adding colour']"
['食い殺す'],[['くいころす']],3,"['&v5s;', '&vt;']","['to devour', 'to bite to death']"
['食い散らす'],[['くいちらす']],3,"['&v5s;', '&vt;']",['to eat untidily']
['食べ散らす'],[['たべちらす']],3,['&v5s;'],['to eat a bit of everything']
['食指が動く'],[['しょくしがうごく']],3,"['&exp;', '&v5k;']","['to have an itch to', 'to have a craving for', 'to have an urge to', 'to have a desire for', 'to be eager to', 'to want to']"
['信じる'],[['しんじる']],3,"['&v1;', '&vt;']","['to believe', 'to believe in', 'to place trust in', 'to confide in', 'to have faith in']"
['信ずる'],[['しんずる']],3,"['&vz;', '&vt;']","['to believe', 'to believe in', 'to place trust in', 'to confide in', 'to have faith in']"
['信号'],[['しんごう']],3,"['&n;', '&vs;']","['signal', 'signalling', 'signaling']"
['信受'],[['しんじゅ']],3,"['&n;', '&vs;']","['belief', 'acceptance (of truths)']"
['信心'],[['しんじん']],3,"['&n;', '&vs;']","['faith', 'belief', 'piety', 'devotion', 'godliness']"
['信用'],[['しんよう']],3,"['&n;', '&vs;']","['confidence', 'trust', 'faith', 'reputation']"
['信憑'],[['しんぴょう']],3,"['&n;', '&vs;']","['trust', 'credit', 'credence']"
['心得る'],[['こころえる']],3,"['&v1;', '&vt;']","['to know', 'to understand', 'to be aware of', 'to regard as', 'to take for']"
['心配'],[['しんぱい']],3,"['&n;', '&vs;', '&adj-na;']","['worry', 'concern', 'anxiety', 'uneasiness', 'fear']"
['心労'],[['しんろう']],3,"['&n;', '&vs;']","['anxiety', 'worry', 'fear']"
['ふるい落とす'],[['ふるいおとす']],3,['&v5s;'],['to shake off']
['新調'],[['しんちょう']],3,"['&n;', '&vs;', '&adj-no;']","['making (a new suit, dress, etc.)', 'having (something) made', 'buying new']"
['深まる'],[['ふかまる']],3,"['&v5r;', '&vi;']","['to deepen', 'to heighten', 'to intensify']"
['深める'],[['ふかめる']],3,"['&v1;', '&vt;']","['to deepen', 'to heighten', 'to intensify']"
['申し開らく'],[['もうしひらく']],3,['&v5k;'],"['to explain', 'to justify']"
['申し合わせる'],[['もうしあわせる']],3,['&v1;'],"['to arrange', 'to make an appointment', 'to agree upon']"
['申し受ける'],[['もうしうける']],3,"['&v1;', '&vt;']","['to ask for (e.g. a fee)', 'to charge (a price)']"
['申し出る'],[['もうしでる']],3,"['&v1;', '&vt;']","['to offer', 'to propose', 'to suggest', 'to put forward', 'to request', 'to ask (for)', 'to apply (for)', 'to report (to)', 'to notify']"
['申し上げる'],[['もうしあげる']],3,"['&v1;', '&vt;']","['to say', 'to tell', 'to state', 'to express', 'to offer', 'to extend (greetings, congratulations, etc.)']"
['申し送る'],[['もうしおくる']],3,"['&v5r;', '&vt;']","['to write to', 'to send word to', 'to hand over (official business)']"
['申し入れる'],[['もうしいれる']],3,"['&v1;', '&vt;']","['to propose', 'to suggest']"
['申し付ける'],[['もうしつける']],3,"['&v1;', '&vt;']","['to instruct', 'to tell to do', 'to ask to do', 'to order']"
['申し分'],[['もうしぶん']],3,"['&n;', '&vs;']","['objection', 'shortcomings']"
['申し聞かせる'],[['もうしきかせる']],3,"['&v1;', '&vt;']","['to tell', 'to (try to) persuade', 'to advise', 'to warn', 'to admonish', 'to reason']"
['申し立てる'],[['もうしたてる']],3,"['&v1;', '&vt;']","['to declare', 'to plead']"
['申す'],[['もうす']],3,"['&v5s;', '&vt;']","['to say', 'to be called']"
['申告'],[['しんこく']],3,"['&n;', '&vs;']","['report', 'return (e.g. tax)', 'statement', 'declaration', 'notification', 'filing']"
['真面目くさる'],"[['まじめくさる'], ['マジメくさる']]",3,"['&v5r;', '&vi;']","['to become extremely serious (in attitude)', 'to look solemn', 'to assume a solemn air']"
['神化'],[['しんか']],3,"['&n;', '&vs;']","['deification', 'apotheosis']"
['神参り'],[['かみまいり']],3,"['&n;', '&vs;']",['visiting shrines']
['親和'],[['しんわ']],3,"['&n;', '&vs;']","['friendship', 'fellowship']"
['身じろぐ'],[['みじろぐ']],3,"['&v5g;', '&vi;']","['to stir', 'to move']"
['身にしみる'],[['みにしみる']],3,"['&exp;', '&v1;']","[""to sink deeply into one's mind"", 'to come home to', ""to go to one's heart""]"
['身をかがめる'],[['みをかがめる']],3,"['&exp;', '&v1;']","['to stoop', 'to bend over']"
['身を投じる'],[['みをとうじる']],3,"['&exp;', '&v1;']",['to throw oneself (into an activity)']
['身投げ'],[['みなげ']],3,"['&n;', '&vs;']",['throwing oneself (e.g. into the water to commit suicide)']
['進化'],[['しんか']],3,"['&n;', '&vs;']","['evolution', 'progress']"
['進級'],[['しんきゅう']],3,"['&n;', '&vs;']","['promotion (school, military, etc.)']"
['人員整理'],[['じんいんせいり']],3,"['&n;', '&vs;']","['workforce reduction', 'personnel cut']"
['人受け'],[['ひとうけ']],3,"['&n;', '&vs;']",['popularity']
['人助け'],[['ひとだすけ']],3,"['&n;', '&vs;']","['act of mercy', 'helping another person']"
['人選'],[['じんせん']],3,"['&n;', '&vs;']",['personnel selection']
['図星に当たる'],[['ずぼしにあたる']],3,"['&exp;', '&v5r;']","[""to hit the bull's-eye""]"
['図星を指す'],[['ずぼしをさす']],3,"['&exp;', '&v5s;']","['to hit the nail on the head', 'to guess exactly right']"
['水泳'],[['すいえい']],3,"['&n;', '&vs;', '&adj-no;']",['swimming']
['水化'],[['すいか']],3,"['&n;', '&vs;']",['hydration']
['数える'],[['かぞえる']],3,"['&v1;', '&vt;']","['to count', 'to enumerate']"
['数え上げる'],[['かぞえあげる']],3,"['&v1;', '&vt;']","['to count up', 'to enumerate']"
['数に入れる'],[['かずにいれる']],3,['&v1;'],"['to count', 'to include in the number']"
['世直し'],[['よなおし']],3,"['&n;', '&vs;']",['world reformation']
['世話を焼く'],[['せわをやく']],3,"['&exp;', '&v5k;']","['to bother', 'to meddle', ""to poke one's nose (into another's business)"", 'to be too helpful']"
['成り下がる'],[['なりさがる']],3,"['&v5r;', '&vi;']","['to be degraded', 'to come down in the world', 'to lose status', 'to be ruined', 'to fall low']"
['成り果てる'],[['なりはてる']],3,"['&v1;', '&vi;']",['to be reduced to ...']
['成り上がる'],[['なりあがる']],3,"['&v5r;', '&vi;']",['to rise (suddenly) in the world (to a higher position)']
['成り立つ'],[['なりたつ']],3,"['&v5t;', '&vi;']","['to consist of', 'to be made up of', 'to be composed of']"
['成る'],[['なる']],3,"['&v5r;', '&vi;']","['to become', 'to get', 'to grow', 'to turn', 'to reach', 'to attain']"
['成育'],[['せいいく']],3,"['&n;', '&vs;']","['growth (to maturity)', 'being brought up', 'growing up', 'raising']"
['成型'],[['せいけい']],3,"['&n;', '&vs;']","['cast', 'mold', 'mould', 'casting', 'molding', 'moulding', 'compacting (e.g. in metallurgy)']"
['成長'],[['せいちょう']],3,"['&n;', '&vs;']","['growth', 'development', 'growing up', 'becoming an adult']"
['成敗'],[['せいばい']],3,"['&n;', '&vs;']","['punishment', 'judgement', 'judgment']"
['成文化'],[['せいぶんか']],3,"['&n;', '&vs;']",['codification']
['成立'],[['せいりつ']],3,"['&n;', '&vs;']","['formation', 'establishment', 'materialization', 'coming into existence']"
['整える'],[['ととのえる']],3,"['&v1;', '&vt;']","['to put in order', 'to arrange', 'to tidy up', 'to straighten', 'to adjust', 'to fix']"
['整形'],[['せいけい']],3,"['&n;', '&vs;', '&adj-no;']","['orthopedics', 'plastic surgery', 'cosmetic surgery']"
['整合'],[['せいごう']],3,"['&n;', '&vs;', '&adj-no;']","['adjustment', 'coordination', 'integration', 'conformity']"
['整地'],[['せいち']],3,"['&n;', '&vs;']",['levelling of ground (for construction)']
['整頓'],[['せいとん']],3,"['&n;', '&vs;']","['orderliness', 'put in order', 'tidying up', 'arranging neatly']"
['整理'],[['せいり']],3,"['&n;', '&vs;']","['sorting', 'arrangement', 'organization', 'putting in order', 'adjustment', 'regulation']"
