Kanji,Reading,JLPT,Type,Meaning
['今是昨非'],[['こんぜさくひ']],1,['&exp;'],"['complete reversal of values or ways of thinking (over time)', 'What appeared wrong in the past now appears right', ""realizing and regretting the past errors of one's ways""]"
['四十不惑'],[['しじゅうふわく']],1,['&exp;'],"['at age forty, one has no doubts']"
['寂滅為楽'],[['じゃくめついらく']],1,['&exp;'],"[""freedom from one's desires (entry into Nirvana) is true bliss""]"
['邪正一如'],[['じゃしょういちにょ']],1,['&exp;'],['Wrong and right are but two faces of the same coin']
['衆目一致'],[['しゅうもくいっち']],1,['&exp;'],"['The consensus of opinion is that ...', 'It is widely agreed (admitted) that ...']"
['準備万端'],[['じゅんびばんたん']],1,['&exp;'],"['fully prepared', 'all ready']"
['人生朝露'],[['じんせいちょうろ']],1,['&exp;'],"[""Man's life vanishes like a dew"", ""A person's life is as fleeting as a morning dew""]"
['生死一如'],[['せいしいちにょ']],1,['&exp;'],['Life and death are the two faces of the same coin']
['前虎後狼'],[['ぜんここうろう']],1,['&exp;'],"['one calamity followed close on the heels of another', 'out of the frying pan into the fire', {'_': 'tiger in front, wolf in the back', '$': {'g_type': 'lit'}}]"
['善哉善哉'],[['ぜんざいぜんざい']],1,['&exp;'],"['Well done!', 'Great!', 'Bravo!']"
['滄海桑田'],[['そうかいそうでん']],1,['&exp;'],"['the world is a scene of constant changes', {'_': 'the blue sea turns into a mulberry field', '$': {'g_type': 'lit'}}]"
['桑田滄海'],[['そうでんそうかい']],1,['&exp;'],['the world is a scene of constant changes (as a mulberry field changing into a blue sea)']
['桑田碧海'],[['そうでんへきかい']],1,['&exp;'],['the world is a scene of constant changes (as a mulberry field changing into a blue sea)']
['天涯比隣'],[['てんがいひりん']],1,['&exp;'],"['a great distance does not detract from the feeling (relationship) of endearment', ""feeling as though a dear one faraway were living in one's close neighborhood""]"
['天地玄黄'],[['てんちげんこう']],1,['&exp;'],"['Heaven is black and earth is yellow', 'heaven and earth']"
['読書百遍'],[['どくしょひゃっぺん']],1,['&exp;'],"['repeated reading (makes the meaning clear)', 'reading something again and again (will lead one to realize its meaning)']"
['百慮一得'],[['ひゃくりょいっとく']],1,['&exp;'],['even a fool may sometimes give good counsel']
['富貴浮雲'],[['ふうきふうん']],1,['&exp;'],"['Riches and honors are as fleeting as floating clouds', 'Fortune and fame are here today, gone tomorrow']"
['物心一如'],[['ぶっしんいちにょ']],1,['&exp;'],"['Matter and mind are one', 'body and mind as one']"
['喪中欠礼'],[['もちゅうけつれい']],1,['&exp;'],"[""refraining from offering the (New Year's) greetings during the period of mourning""]"
['李下瓜田'],[['りかかでん']],1,['&exp;'],"['Be careful not to invite the least suspicion', 'Leave no room for scandal']"
['吾唯足知'],[['われただたるをしる']],1,['&exp;'],"['I am content with what I am (have)', 'Rich is the person who is content with what he is']"
['冗談めかして'],[['じょうだんめかして']],1,['&exp;'],"['jokingly', 'in the form of a joke']"
['世の風潮'],[['よのふうちょう']],1,['&exp;'],['current of the times']
['訳ではない'],[['わけではない']],1,['&exp;'],"['it does not mean that ...', ""I don't mean that ..."", 'it is not the case that...']"
['訳にはいきません'],[['わけにはいきません']],1,['&exp;'],['impossible to do (although wants to)']
['訳にはいかない'],[['わけにはいかない']],1,['&exp;'],"['cannot (due to external circumstances)', 'cannot afford to', 'must not', 'impossible to', 'no way one can (do)']"
['如何にして'],[['いかにして']],1,['&exp;'],"['how', 'in what way']"
['申し訳ございません'],[['もうしわけございません']],1,['&exp;'],"[""I'm sorry"", ""(it's) inexcusable""]"
['衆参各院'],[['しゅうさんかくいん']],1,['&exp;'],['(in) each of the houses of the Japanese parliament']
['推して知るべし'],[['おしてしるべし']],1,['&exp;'],['can be easily guessed']
['我関せず'],[['われかんせず']],1,['&exp;'],"['no concern of mine', 'nothing to do with me']"
['概して言えば'],[['がいしていえば']],1,['&exp;'],"['generally speaking', 'all in all', 'in general']"
['逢魔が時'],[['おうまがとき']],1,['&exp;'],"['twilight', ""time for disasters (similar to 'the witching hour' but not midnight)""]"
['焦らずに'],[['あせらずに']],1,['&exp;'],"['stay calm', ""don't be rushed"", ""don't be flustered""]"
['妙な話だが'],[['みょうなはなしだが']],1,['&exp;'],"['curiously enough', 'oddly enough', 'strange to tell']"
['同じ穴のムジナ'],"[['おなじあなのムジナ'], ['おなじあなのむじな']]",1,['&exp;'],"['(villains) of the same stripe', 'birds of a feather', {'_': 'badgers of the same hole', '$': {'g_type': 'lit'}}]"
['豆腐の角に頭をぶつけて死ね'],[['とうふのかどにあたまをぶつけてしね']],1,['&exp;'],"['take a long walk off a short pier', 'go stick your head in a pig', {'_': 'bash your head against the corner of a block of tofu and die', '$': {'g_type': 'lit'}}]"
['大は小を兼ねる'],[['だいはしょうをかねる']],1,['&exp;'],"['the greater embraces the less', 'better too big than too small']"
['渇しても盗泉の水を飲まず'],[['かっしてもとうせんのみずをのまず']],1,['&exp;'],"['better starve than fatten on ill-gotten wealth', ""don't lower yourself to unjust acts, no matter how desperate you are"", {'_': ""refraining to drink from a spring called Robber's Spring even if thirsty"", '$': {'g_type': 'lit'}}]"
['骨の髄まで'],[['ほねのずいまで']],1,['&exp;'],"['to the core', 'to the bone', {'_': 'to the marrow', '$': {'g_type': 'lit'}}]"
['郷に入らば郷に従え'],[['ごうにいらばごうにしたがえ']],1,['&exp;'],"['When in Rome, do as the Romans do']"
['羹に懲りて膾を吹く'],[['あつものにこりてなますをふく']],1,['&exp;'],"['a burnt child dreads the fire', 'once bitten twice shy', 'to become overcautious from a bad experience']"
['瓜の蔓に茄子はならぬ'],[['うりのつるになすびはならぬ']],1,['&exp;'],"['like begets like', ""the apple doesn't fall far from the tree"", {'_': ""eggplants don't grow on gourd vines"", '$': {'g_type': 'lit'}}]"
['虎穴に入らずんば虎子を得ず'],"[['こけつにいらずんばこじをえず'], ['こけつにいらずんばこしをえず']]",1,['&exp;'],"['nothing ventured, nothing gained', {'_': ""you will not get the tiger cub without entering the tiger's den"", '$': {'g_type': 'lit'}}]"
['鶴は千年亀は万年'],[['つるはせんねんかめはまんねん']],1,['&exp;'],"['enjoying a long life is a matter for congratulation', {'_': 'cranes live for 1000 years, turtles live for 10,000 years', '$': {'g_type': 'lit'}}]"
['人事を尽くして天命を待つ'],[['じんじをつくしててんめいをまつ']],1,['&exp;'],"['man proposes, God disposes', {'_': 'man does what man can do then awaits the verdict of heaven (or fate)', '$': {'g_type': 'lit'}}]"
['言い得て妙'],[['いいえてみょう']],1,['&exp;'],['perfectly fitting phrase']
['痘痕も靨'],"[['あばたもえくぼ'], ['アバタもエクボ']]",1,['&exp;'],"['love is blind', {'_': '(when in love) even pockmarks are dimples', '$': {'g_type': 'lit'}}]"
['屠所の羊'],[['としょのひつじ']],1,['&exp;'],"['discouraged person', '(like a) sheep being led to a slaughterhouse']"
['弘法にも筆の誤り'],[['こうぼうにもふでのあやまり']],1,['&exp;'],"['Homer sometimes nods', {'_': ""even Kōbō Daishi's handwriting contains mistakes"", '$': {'g_type': 'lit'}}]"
['紺屋の白袴'],[['こうやのしろばかま']],1,['&exp;'],"[{'_': ""the shoemaker's children go barefoot"", '$': {'g_type': 'fig'}}, {'_': 'the dyer wears white', '$': {'g_type': 'lit'}}, {'_': 'specialists often fail to apply their skills to themselves', '$': {'g_type': 'expl'}}]"
['釈迦に説法'],[['しゃかにせっぽう']],1,['&exp;'],"['teaching your grandmother to suck eggs', 'teaching something to someone who knows more than you', 'preaching to the choir', {'_': 'lecturing to the Buddha', '$': {'g_type': 'lit'}}]"
['敵は本能寺にあり'],[['てきはほんのうじにあり']],1,['&exp;'],"['his true objective lies elsewhere', 'there are ulterior motives at play', {'_': 'the enemy is at Honnōji', '$': {'g_type': 'lit'}}]"
['盲蛇に怖じず'],[['めくらへびにおじず']],1,['&exp;'],"['fools rush in where angels fear to tread', {'_': ""the blind don't fear snakes"", '$': {'g_type': 'lit'}}]"
['大衆魚'],[['たいしゅうぎょ']],1,['&exp;'],"['cheap fish for the masses (e.g. sardines, mackerel, pike)']"
['気違いに刃物'],[['きちがいにはもの']],1,['&exp;'],"['incredible danger', {'_': '(handing a) sword to an insane person', '$': {'g_type': 'lit'}}]"
['天才と狂人は紙一重'],[['てんさいときょうじんはかみひとえ']],1,['&exp;'],"[""there's but a fine line between genius and insanity""]"
['狂気の沙汰'],[['きょうきのさた']],1,['&exp;'],"['crazy deed', 'unbelievable deed', 'the height of madness', 'act of sheer madness']"
['群盲象を撫でる'],[['ぐんもうぞうをなでる']],1,['&exp;'],['the mediocre have no right to criticize the great']
['群盲象を評す'],[['ぐんもうぞうをひょうす']],1,['&exp;'],['the mediocre cannot understand the great']
['馬鹿でもチョンでも'],[['ばかでもチョンでも']],1,['&exp;'],"['easy', 'simple', {'_': ""even if you're an idiot or a simpleton"", '$': {'g_type': 'lit'}}]"
['運の尽き'],[['うんのつき']],1,['&exp;'],"['out of luck', ""(at the) end of one's rope""]"
['伊呂波順'],"[['いろはじゅん'], ['イロハじゅん']]",1,"['&n;', '&exp;']","['iroha order', {'_': 'traditional ordering of Japanese syllabaries (based on a Buddhist poem)', '$': {'g_type': 'expl'}}]"
['絵に描いたよう'],"[['えにかいたよう'], ['えにえがいたよう']]",1,['&exp;'],['the very picture of ...']
['無い袖は振れぬ'],[['ないそではふれぬ']],1,['&exp;'],"[""you can't give (use) what you don't have"", 'nothing comes from nothing', {'_': ""you can't shake sleeves you don't have"", '$': {'g_type': 'lit'}}]"
['芋を洗うような'],[['いもをあらうような']],1,['&exp;'],['to be jostling against each other']
['負うた子に教えられて浅瀬を渡る'],[['おうたこにおしえられてあさせをわたる']],1,['&exp;'],"['some things can be learned from the young', 'a fool may give a wise man counsel', {'_': ""to be led across the shallows by the child on one's shoulders"", '$': {'g_type': 'lit'}}]"
['勝って兜の緒を締めよ'],[['かってかぶとのおをしめよ']],1,['&exp;'],"['do not let your guard down after a victory', {'_': 'tighten the strings of your helmet after winning', '$': {'g_type': 'lit'}}]"
['瓜田に履を納れず'],[['かでんにくつをいれず']],1,['&exp;'],['avoid compromising situations']
['木に縁りて魚を求む'],[['きによりてうおをもとむ']],1,['&exp;'],"['to be unable to accomplish something because one has chosen the wrong method', 'to ask for the impossible', {'_': 'to look for fish by climbing a tree', '$': {'g_type': 'lit'}}]"
['窮鼠猫を噛む'],[['きゅうそねこをかむ']],1,['&exp;'],"['a cornered rat will bite a cat', 'despair turns cowards courageous']"
['窮鳥懐に入れば猟師もこれを殺さず'],[['きゅうちょうふところにいればりょうしもこれをころさず']],1,['&exp;'],['even the hunter will refrain from killing the bird that has flown to him for shelter']
['窮鳥懐に入れば猟師も殺さず'],[['きゅうちょうふところにいればりょうしもころさず']],1,['&exp;'],['even the hunter will refrain from killing the bird that has flown to him for shelter']
['大禍時'],[['おおまがとき']],1,['&exp;'],"['twilight', ""time for disasters (similar to 'the witching hour' but not midnight)""]"
['素知らぬ振り'],[['そしらぬふり']],1,['&exp;'],"['pretending not to know', 'pretending not to recognize someone (recognise)', 'feigning ignorance', 'playing innocent']"
['挑戦いかに'],[['ちょうせんいかに']],1,['&exp;'],['How dare you!']
['右証拠として'],[['みぎしょうことして']],1,['&exp;'],['in witness whereof ...']
['先輩後輩'],[['せんぱいこうはい']],1,['&exp;'],"[""one's seniors and juniors""]"
['敵を欺くにはまず味方から'],[['てきをあざむくにはまずみかたから']],1,['&exp;'],['in fooling the enemy first deceive your allies']
['盗人猛々しい'],"[['ぬすっとたけだけしい'], ['ぬすびとたけだけしい'], ['ぬすとたけだけしい']]",1,['&exp;'],"['the guilty are audacious', 'show remorse when you are in the wrong']"
['訳あって'],[['わけあって']],1,['&exp;'],['for some (unspecified) reason']
['いずれ菖蒲か杜若'],[['いずれあやめかかきつばた']],1,['&exp;'],"['(of a choice) one being as excellent as the other', 'both so beautiful it is hard to choose between']"
['優劣つけがたい'],[['ゆうれつつけがたい']],1,['&exp;'],"[""it's hard to choose (because both are excellent)""]"
['入るを量りて出ずるを為す'],[['いるをはかりていずるをなす']],1,['&exp;'],['consider your income before spending']
['継続は力なり'],[['けいぞくはちからなり']],1,['&exp;'],"['perseverance makes one stronger', 'slow but steady wins the race']"
['早起きは三文の徳'],[['はやおきはさんもんのとく']],1,['&exp;'],['the early bird gets the worm']
['一筋縄では行かない'],[['ひとすじなわではいかない']],1,['&exp;'],"['not straightforward', 'not dealt with by ordinary means']"
['もう一遍'],[['もういっぺん']],1,['&exp;'],"['once more', 'again']"
['雉も鳴かずば撃たれまい'],[['きじもなかずばうたれまい']],1,['&exp;'],"['avoiding unnecessary talk can prevent disaster falling on one', 'there is safety in silence', {'_': 'the pheasant would not be shot but for its cries', '$': {'g_type': 'lit'}}]"
['事実は小説より奇なり'],[['じじつはしょうせつよりきなり']],1,['&exp;'],['truth is stranger than fiction']
['事実は小説よりも奇なり'],[['じじつはしょうせつよりもきなり']],1,['&exp;'],['truth is stranger than fiction']
['言うにや及ぶ'],[['いうにやおよぶ']],1,['&exp;'],['it is needless to say']
['就き'],[['つき']],1,['&exp;'],"['concerning', 'per', 'on account of']"
['恐恐謹言'],[['きょうきょうきんげん']],1,['&exp;'],['Very truly yours (a complimentary close used in a letter written in an old epistolary style)']
['朱唇皓歯'],[['しゅしんこうし']],1,['&exp;'],['red lips and pearly white teeth (said of beautiful women)']
['縁は異なもの味なもの'],[['えんはいなものあじなもの']],1,['&exp;'],['inscrutable and interesting are the ways people are brought together']
['縁は異なもの'],[['えんはいなもの']],1,['&exp;'],"['inscrutable are the ways people are brought together', 'there is no telling how people are brought together']"
['目に一丁字もない'],"[['めにいっていじもない'], ['めにいっちょうじもない']]",1,['&exp;'],['completely illiterate']
['目に一丁字なし'],[['めにいっていじなし']],1,['&exp;'],['completely illiterate']
['益体もない'],[['やくたいもない']],1,['&exp;'],"['useless', 'worthless', 'absurd', 'baloney']"
['脈がある'],[['みゃくがある']],1,"['&v5r-i;', '&exp;']","['to have a pulse', 'to be alive']"
['是非も無い'],[['ぜひもない']],1,['&exp;'],"['unavoidable', 'inevitable']"
['是非に及ばず'],[['ぜひにおよばず']],1,['&exp;'],"['unavoidable', 'inevitable', 'cannot be helped', 'of necessity']"
['何を隠そう'],[['なにをかくそう']],1,['&exp;'],"['to be frank with you', 'to tell you the truth', ""I'm going to lay my cards on the table""]"
['学者貧乏'],[['がくしゃびんぼう']],1,['&exp;'],['good scholars are seldom rich']
['年貢の納め時'],[['ねんぐのおさめどき']],1,['&exp;'],"['time to pay the piper', {'_': 'time to pay the land tax (in kind)', '$': {'g_type': 'lit'}}]"
['端から'],[['はなから']],1,['&exp;'],"['from the start', 'from the beginning', 'from the outset']"
['言うも愚か'],[['いうもおろか']],1,['&exp;'],['to go without saying']
['腐っても鯛'],[['くさってもたい']],1,['&exp;'],"['a diamond on a dunghill is still a diamond', 'quality is quality', 'an old eagle is better than a young crow', {'_': ""even if it's rotten, it's still sea bream"", '$': {'g_type': 'lit'}}]"
['縦の物を横にもしない'],[['たてのものをよこにもしない']],1,['&exp;'],['too lazy to do anything']
['横の物を縦にもしない'],[['よこのものをたてにもしない']],1,['&exp;'],['too lazy to do anything']
['今を盛りと'],[['いまをさかりと']],1,['&exp;'],['in full bloom at the moment']
['刀折れ矢尽きて'],[['かたなおれやつきて']],1,['&exp;'],"['having exhausted every available means', {'_': ""having broken one's sword and exhausted one's arrows"", '$': {'g_type': 'lit'}}]"
['噛んで吐き出すように'],[['かんではきだすように']],1,['&exp;'],"['curtly, in a displeased manner']"
['雲行きが怪しい'],[['くもゆきがあやしい']],1,['&exp;'],['the clouds look menacing']
['巧言令色鮮し仁'],[['こうげんれいしょくすくなしじん']],1,['&exp;'],['those who resort to blandishments and fawning smiles are apt to lack compassion']
['三十六計逃げるに如かず'],[['さんじゅうろっけいにげるにしかず']],1,['&exp;'],['the smartest thing in a tight situation is to beat a retreat']
['そうは問屋が卸さない'],[['そうはとんやがおろさない']],1,['&exp;'],"[""things don't work that well in the real world"", 'things seldom go as one wishes', 'that is expecting too much', ""it won't be that easy"", {'_': ""the wholesaler won't sell it like that"", '$': {'g_type': 'lit'}}]"
['門前の小僧習わぬ経を読む'],[['もんぜんのこぞうならわぬきょうをよむ']],1,['&exp;'],"['you learn, without realising it, from what is around you', {'_': 'a shop-boy near the temple gate will recite sutras untaught', '$': {'g_type': 'lit'}}]"
['細大漏らさず'],[['さいだいもらさず']],1,['&exp;'],['in minute detail']
['沙汰の限り'],[['さたのかぎり']],1,['&exp;'],"['out of the question', 'preposterous']"
['子細に及ばず'],[['しさいにおよばず']],1,['&exp;'],"['there is no problem', 'there is no need to go into details']"
['士族の商法'],[['しぞくのしょうほう']],1,['&exp;'],"['amateurish and haughty way of doing business', 'venturing into an unfamiliar line of business (and often failing)']"
['出る幕ではない'],[['でるまくではない']],1,['&exp;'],"[""it is none of one's business"", ""it is not one's place to say (do) something""]"
['不慮の外'],[['ふりょのほか']],1,['&exp;'],"['totally unexpected', 'completely unforeseen']"
['堪えない'],[['たえない']],1,['&exp;'],"[""unable to suppress one's emotions""]"
['言うに及ばず'],[['いうにおよばず']],1,['&exp;'],['needless to say']
['形振り構わず'],[['なりふりかまわず']],1,['&exp;'],"[""with no regard to one's appearances"", ""with no concern of how one's act looks like""]"
['駄目で元々'],"[['だめでもともと'], ['ダメでもともと']]",1,['&exp;'],['giving something a try because it will not do any harm']
['鬼の目にも涙'],[['おにのめにもなみだ']],1,['&exp;'],"['even the hardest of hearts can be moved to tears', {'_': ""a tear in the ogre's eye"", '$': {'g_type': 'lit'}}]"
['もう一踏ん張り'],[['もうひとふんばり']],1,['&exp;'],['holding out a little longer']
['滅相もない'],[['めっそうもない']],1,['&exp;'],"[""don't be absurd"", ""that's out of the question"", 'nonsense', ""don't mention it""]"
['遣らずぶったくり'],[['やらずぶったくり']],1,['&exp;'],"['all take and no give', 'rip-off']"
['遣らずぼったくり'],[['やらずぼったくり']],1,['&exp;'],"['all take and no give', 'rip-off']"
['遣らずもがな'],[['やらずもがな']],1,['&exp;'],"[""needn't be done"", 'as well not to do', ""shouldn't have been done""]"
['すまじきものは宮仕え'],[['すまじきものはみやづかえ']],1,['&exp;'],"['wretched is the lot of a government official', {'_': 'it is better to work for oneself than to work for someone else', '$': {'g_type': 'expl'}}]"
['夜を日に継いで'],[['よをひについで']],1,['&exp;'],"['day and night', 'turning night into day']"
['路傍の人'],[['ろぼうのひと']],1,['&exp;'],"['utter stranger', 'mere passerby', 'outsider']"
['例に漏れず'],[['れいにもれず']],1,['&exp;'],"['no exception', 'without exception', 'always the same']"
['労多くして功少なし'],[['ろうおおくしてこうすくなし']],1,['&exp;'],"['all pain and no gain', 'lots of pain and not much gain']"
['箸にも棒にも掛からない'],[['はしにもぼうにもかからない']],1,['&exp;'],"['hopeless', 'unmanageable', 'incorrigible']"
['恋は盲目'],[['こいはもうもく']],1,['&exp;'],['love is blind']
['を措いて'],[['をおいて']],1,['&exp;'],"['other than', 'excluding', 'without']"
['如かず'],[['しかず']],1,['&exp;'],"['being inferior to', 'being no match for']"
['青は藍より出でて藍より青し'],[['あおはあいよりいでてあいよりあおし']],1,['&exp;'],"['the student has become the master', {'_': 'blue dye comes from the indigo plant and is bluer than indigo', '$': {'g_type': 'lit'}}]"
['秋の扇'],[['あきのおうぎ']],1,['&exp;'],"[""woman who has lost a man's affection or interest (as does a fan when summer turns to autumn)""]"
['秋の日は釣瓶落とし'],[['あきのひはつるべおとし']],1,['&exp;'],['the autumn sun sets as quickly as a bucket dropping into a well']
['悪事千里を行く'],[['あくじせんりをいく']],1,['&exp;'],['bad news travels fast']
['麻の中の蓬'],[['あさのなかのよもぎ']],1,['&exp;'],"['nurture beats nature', 'keep good men company, and you shall be of the number', {'_': 'a mugwort amongst hemp (will grow straight, like the hemp)', '$': {'g_type': 'lit'}}]"
['雨垂れ石を穿つ'],[['あまだれいしをうがつ']],1,['&exp;'],"['slow but steady wins the race', 'constant effort will result in success', {'_': 'constant dripping wears away a stone', '$': {'g_type': 'lit'}}]"
['網呑舟の魚を漏らす'],[['あみどんしゅうのうおをもらす']],1,['&exp;'],"['the law has holes large enough for the most wicked men to slip through', ""the long arm of the law doesn't reach everywhere"", {'_': ""fishes big enough to eat boats aren't caught by the net"", '$': {'g_type': 'lit'}}]"
['石に漱ぎ流れに枕す'],[['いしにくちすすぎながれにまくらす']],1,['&exp;'],['to refuse stubbornly to admit one is wrong']
['医者の不養生'],[['いしゃのふようじょう']],1,['&exp;'],['failing to practice what one preaches']
['雪と墨'],[['ゆきとすみ']],1,['&exp;'],"['diametric opposites', 'night and day', 'black and white', {'_': 'snow and ink', '$': {'g_type': 'lit'}}]"
['鬼に金棒'],[['おににかなぼう']],1,['&exp;'],"['making something strong even stronger', ""solidifying something's chances"", {'_': '(giving) a metal rod to an ogre', '$': {'g_type': 'lit'}}]"
['提灯に釣鐘'],[['ちょうちんにつりがね']],1,['&exp;'],"['two ill-matched things', 'two poorly balanced things', {'_': 'temple bells to paper lanterns', '$': {'g_type': 'lit'}}]"
['三尺下がって師の影を踏まず'],[['さんじゃくさがってしのかげをふまず']],1,['&exp;'],['a student must never forget to honor their teacher (honour)']
['三尺去って師の影を踏まず'],[['さんじゃくさってしのかげをふまず']],1,['&exp;'],['a student must never forget to honor their teacher (honour)']
['三歩下がって師の影を踏まず'],[['さんぽさがってしのかげをふまず']],1,['&exp;'],['a student must never forget to honor their teacher (honour)']
['秋の鹿は笛に寄る'],[['あきのしかはふえによる']],1,['&exp;'],"['people may bring about their demise for love', ""it is easy to have one's weak points taken advantage of"", {'_': ""in autumn (during mating season), deer come forth when they hear (a hunter's) whistle"", '$': {'g_type': 'lit'}}]"
['障子に目あり'],[['しょうじにめあり']],1,['&exp;'],"['walls have ears', {'_': 'sliding doors have eyes', '$': {'g_type': 'lit'}}]"
['壁に耳あり障子に目あり'],[['かべにみみありしょうじにめあり']],1,['&exp;'],"['walls have ears', {'_': 'walls have ears, sliding doors have eyes', '$': {'g_type': 'lit'}}]"
['悪銭身に付かず'],[['あくせんみにつかず']],1,['&exp;'],"['easy come, easy go', 'lightly comes, lightly goes', 'soon gotten soon spent']"
['亭主の好きな赤烏帽子'],[['ていしゅのすきなあかえぼし']],1,['&exp;'],['even an eccentric head of family must be obeyed']
['浅瀬に仇波'],[['あさせにあだなみ']],1,['&exp;'],"['deep rivers move in silence; shallow brooks are noisy', 'those who know little talk much']"
['渡る世間に鬼はない'],[['わたるせけんにおにはない']],1,['&exp;'],"[""all people aren't evil"", ""don't distrust everyone"", 'there is kindness to be found everywhere']"
['山高きが故に貴からず'],[['やまたかきがゆえにたっとからず']],1,['&exp;'],"[""don't judge a book by its cover"", {'_': 'a mountain is not to be honoured just because it is high', '$': {'g_type': 'lit'}}]"
['柳の下にいつも泥鰌はおらぬ'],[['やなぎのしたにいつもどじょうはおらぬ']],1,['&exp;'],"['a fox is not taken twice in the same snare', ""there are no birds in last year's nest"", {'_': ""there aren't always loaches under the willow tree"", '$': {'g_type': 'lit'}}]"
['柳に雪折れなし'],[['やなぎにゆきおれなし']],1,['&exp;'],"['the soft may prove more durable than the hard', {'_': ""willow trees don't break under the weight of snow"", '$': {'g_type': 'lit'}}]"
['焼け野の雉夜の鶴'],[['やけののきぎすよるのつる']],1,['&exp;'],['parents may risk life and limb for their children (like a pheasant when the plains are burning or a crane on a cold night)']
['安物買いの銭失い'],[['やすものがいのぜにうしない']],1,['&exp;'],"['you get what you pay for', {'_': 'wasting money on a cheap item', '$': {'g_type': 'lit'}}]"
['桃栗三年柿八年'],[['ももくりさんねんかきはちねん']],1,['&exp;'],"[""it often takes time for one's actions to bear fruit"", {'_': 'planted peach and chestnut seeds take three years (to bear fruit), persimmons take eight', '$': {'g_type': 'lit'}}]"
['一年の計は元旦にあり'],[['いちねんのけいはがんたんにあり']],1,['&exp;'],"[""the whole year's plans should be made on New Year's Day""]"
['甲の薬は乙の毒'],[['こうのくすりはおつのどく']],1,['&exp;'],"[""one man's meat is another man's poison"", {'_': ""one man's medicine is another man's poison"", '$': {'g_type': 'lit'}}]"
['沐猴にして冠す'],[['もっこうにしてかんす']],1,['&exp;'],"['to only look the part (but otherwise be wholly unsuited for it)', {'_': 'a monkey wearing a crown', '$': {'g_type': 'expl'}}]"
['金の切れ目が縁の切れ目'],"[['かねのきれめがえんのきれめ'], ['カネのきれめがえんのきれめ']]",1,['&exp;'],"['relationships formed by wealth will end when the money ends', 'the relationship ends when the money runs out', 'the end of money is the end of love']"
['を巡って'],[['をめぐって']],1,['&exp;'],"['in regard to', 'concerning (usu. of disputes)']"
['好奇心は猫をも殺す'],[['こうきしんはねこをもころす']],1,['&exp;'],['curiosity killed the cat']
['鬼も十八番茶も出花'],[['おにもじゅうはちばんちゃもでばな']],1,['&exp;'],"['just as even coarse tea tastes good when fresh, even homely girls look beautiful at the peak of their youth']"
['気が漫ろ'],[['きがそぞろ']],1,['&exp;'],"['preoccupied', 'distracted']"
['我思う故に我あり'],[['われおもうゆえにわれあり']],1,['&exp;'],"['I think, therefore I am', 'cogito, ergo sum']"
['一寸の光陰軽んずべからず'],[['いっすんのこういんかろんずべからず']],1,['&exp;'],"[""there isn't a moment to be wasted"", 'every moment is precious', 'make hay while the sun shines']"
['愛羅武勇'],"[['あいらぶゆう'], ['アイラブユー'], ['アイ・ラブ・ユー']]",1,['&exp;'],['I love you']
['貧乏暇なし'],[['びんぼうひまなし']],1,['&exp;'],['there is no leisure for the poor']
['ペンは剣よりも強し'],[['ペンはけんよりもつよし']],1,['&exp;'],['the pen is mightier than the sword']
['沈黙は金雄弁は銀'],[['ちんもくはきんゆうべんはぎん']],1,['&exp;'],"['speech is silver, silence is golden']"
['鬼の居ぬ間に洗濯'],[['おにのいぬまにせんたく']],1,['&exp;'],"['playing while the cat is away', 'taking a break while the boss is out', 'doing what one wants when one is (finally) alone', {'_': 'relaxing while the demon is out', '$': {'g_type': 'lit'}}]"
['去る者は日々に疎し'],[['さるものはひびにうとし']],1,['&exp;'],"['with time we forget those who have died', 'out of sight, out of mind']"
['盲人が盲人を導く'],[['もうじんがもうじんをみちびく']],1,['&exp;'],"['the blind leading the blind', 'if the blind lead the blind, both shall fall into the ditch']"
['猶あらじ'],[['なおあらじ']],1,['&exp;'],"['must not be concluded like this', 'shall not finish like this']"
['己達せんと欲して人を達せしむ'],[['おのれたっせんとほっしてひとをたっせしむ']],1,['&exp;'],"['if you wish to succeed yourself, first help others to succeed']"
['己に克ち礼に復る'],[['おのれにかちれいにかえる']],1,['&exp;'],['act with restraint and conform to the ways of etiquette']
['如くは無し'],[['しくはなし']],1,['&exp;'],"['peerless', 'without equal']"
['己を虚しゅうする'],[['おのれをむなしゅうする']],1,['&exp;'],"[""to cast aside one's prejudices""]"
['己を枉ぐ'],[['おのれをまぐ']],1,['&exp;'],"[""to cast aside one's beliefs and doctrines""]"
['己の欲せざる所は人に施す勿れ'],[['おのれのほっせざるところはひとにほどこすなかれ']],1,['&exp;'],['do not do unto others what you would not have done unto you']
['汝の敵を愛せよ'],[['なんじのてきをあいせよ']],1,['&exp;'],['love your enemies']
['汝の隣人を愛せよ'],[['なんじのりんじんをあいせよ']],1,['&exp;'],['love your neighbour (neighbor)']
['威ありて猛からず'],[['いありてたけからず']],1,['&exp;'],"['dignified without being overbearing', 'being dignified, and moreover warm, as such one is gentle']"
['例によって例の如し'],[['れいによってれいのごとし']],1,['&exp;'],"['as always', 'the same as it always is']"
['宝は湧き物'],[['たからはわきもの']],1,['&exp;'],"['those who seek riches will find them', 'fortune comes to those who seek it']"
['深淵に臨むが如し'],[['しんえんにのぞむがごとし']],1,['&exp;'],"['like looking out on an abyss', 'like standing on the edge of an abyss']"
